id,name,description,address,suburb,locationType,type,lat,long,specialOffer,image,currentCapacity,ppe,artist,material,installDate
144,Acoustic Hearing Clinics,www.acoustichearingclinics.com.au,58 Fourth Ave,NAMBOUR,business,Hearing Products and Services,-26.6593,153.0993,Up to $550 off hearing aids. Free hearing tests.,,,,,,
145,Acoustic Hearing Clinics,www.acoustichearingclinics.com.au,35 Doolan St,NOOSA HEADS,business,Hearing Products and Services,-26.6281,152.953,Up to $550 off hearing aids. Free hearing tests.,,,,,,
146,Acoustic Hearing Clinics,www.acoustichearingclinics.com.au,4 Lanyana Way,TOOWOOMBA,business,Hearing Products and Services,-26.3988,153.091,Up to $550 off hearing aids. Free hearing tests.,,,,,,
147,Acrymet Denture Clinic,,88 Herries St,YARRABILBA,business,Dental Prosthetists,-27.5662,151.9608,5-10% discount on all work. Conditions apply.,,,,,,
148,ACS Legal Solutions,www.legalsolutions.net.au,U 1 9-13 Waldron St,TINGALPA,business,Legal Services,-27.8035,153.1018,20% discount on wills and powers of attorney.,,,,,,
149,Actfast Service (Elect Lic 55570),,Mobile Service,TINGALPA,business,Air Conditioning and Heating,-27.4736,153.1271,10% discount.,,,,,,
150,Actfast Service (Elect Lic 55570),,Mobile Service,MOBILE BUSINESS,business,Electricians,-27.4736,153.1271,10% discount.,,,,,,
151,Action Auto Door,http://www.actionautodoor.com.au,http://www.actionautodoor.com.au,EDGE HILL,business,Doors and Windows,-28.0935,153.4332,"10% Discount on installation of any automatic swing door opener, sliding door opener or automatic gate opener.",,,,,,
152,Active Health Clubs,www.activehealthclubs.com.au,159 Pease St,BUNDABERG,business,"Gyms, Health and Fitness",-16.9118,145.7405,50% discount for off-peak membership workout between 11am-4pm.,,,,,,
153,Active Physiotherapy Solutions P/L,www.activephysiotherapysolutions.com.au,U 1 222 Walker St,MOFFAT BEACH,business,Physiotherapists,-24.8778,152.3313,$5 off all physiotherapy services.,,,,,,
154,Active Termite & Pest Control (QBCC Act Lic 1080678),www.activepestcontrol.com.au,U 1 43 William St,EVERTON PARK,business,Pest and Termite Control and Inspections,-26.793,153.1345,10% off general pest control. 5% off termite eradication.,,,,,,
155,ACTIV-EARS,http://www.activ-ears.com.au/,Everton Plaza Shp Cnt - 791 Stafford Rd,WELLINGTON POINT,business,Hearing Products and Services,-27.4064,152.9923,15% discount off all hearing aids.,,,,,,
156,Acupuncture Works,http://www.acupunctureworks.info/,14 Archer Pl,JACOBS WELL,business,Acupuncturists,-27.5054,153.2261,$15 discount for seniors and carers.,,,,,,
157,Acure,,Mobile Service,TOWNSVILLE & SURROUNDING AREAS,business,Massage,-27.7862,153.3595,10% discount to all senior and carer cardholders.,,,,,,
158,ADA Prime Security,www.adaprimesecurity.com.au,Mobile Service,TOWNSVILLE & SURROUNDING AREAS,business,Lifts and Elevators,-19.4355,146.5023,"10% discount on recommended retail price of $5,500 for installed Acorn stairlifts.",,,,,,
159,ADA Prime Security,www.adaprimesecurity.com.au,Mobile Service,SOUTHPORT,business,Security Alarms and Monitoring,-19.4355,146.5023,Free installation of 50's plus security and medical package.,,,,,,
160,Adamson Bernays Kyle & Jones Lawyers,www.abkj.com.au,L 3 3 Short St,MACKAY,business,Legal Services,-27.9699,153.4166,20% discount on simple wills and Enduring Powers of Attorney.,,,,,,
161,Adbri Masonry,www.adbrimasonry.com.au,Leever Ct,MACKAY,business,Bricks and Pavers,-21.1125,149.2107,10% off list price.,,,,,,
162,Adbri Masonry,www.adbrimasonry.com.au,Leever Ct,TOWNSVILLE,business,Landscaping Supplies and Services,-21.1125,149.2107,10% off retaining wall and paver list price.,,,,,,
163,Adbri Masonry,www.adbrimasonry.com.au,"568 Ingham Rd, Mt Louisa",TOWNSVILLE,business,Bricks and Pavers,-19.2636,146.7463,10% off list price.,,,,,,
164,Adbri Masonry,www.adbrimasonry.com.au,"568 Ingham Rd, Mt Louisa",,business,Landscaping Supplies and Services,-19.2636,146.7463,10% off retaining wall and paver list price.,,,,,,
165,add value SMSF - superannuation accountants,www.addvalueSMSF.com.au,,VIRGINIA,business,Accountants and Tax Agents,,,10% discount on tailor made SMSF services for cardholders.,,,,,,
166,Adept Party Hire,www.adepthire.com.au,12 Lathe St,NTH ROCKHAMPTON,business,Party Hire and Services,-27.3671,153.0608,5% discount on any party hire.,,,,,,
167,Adnought Sheet Metal Fabrications Pty Ltd,www.adnought.com.au,417 McLaughlin St,ASHMORE,business,"Metal Sales, Fabrication and Services",-23.327,150.5078,"10% off all welding, modifications and stock lines.",,,,,,
168,ADPA Ltd,https://www.adpa.com.au/,Ashmore Plaza Shp Cnt,AIRLIE BEACH,business,Dental Prosthetists,-27.9873,153.3839,Complimentary consultation for denture assessment.,,,,,,
169,ADPA Ltd,https://www.adpa.com.au/,National Bank Bldg - Shute Harbour Rd,ALBANY CREEK,business,Dental Prosthetists,-20.2708,148.7097,Complimentary consultation for denture assessment.,,,,,,
170,ADPA Ltd,https://www.adpa.com.au/,26 Old Northern Rd,ALEXANDRA HILLS,business,Dental Prosthetists,-27.3587,152.9708,Complimentary consultation for denture assessment.,,,,,,
171,ADPA Ltd,https://www.adpa.com.au/,22 Picton Dr,ALEXANDRA HILLS,business,Dental Prosthetists,-27.5395,153.2317,Complimentary consultation for denture assessment.,,,,,,
172,ADPA Ltd,https://www.adpa.com.au/,Shop 11 191-195 Vienna Rd,ASHMORE,business,Dental Prosthetists,-27.5477,153.2222,Complimentary consultation for denture assessment.,,,,,,
173,ADPA Ltd,https://www.adpa.com.au/,12 Currumburra Rd,BEENLEIGH,business,Dental Prosthetists,-27.998,153.3791,Complimentary consultation for denture assessment.,,,,,,
174,ADPA Ltd,https://www.adpa.com.au/,Suite 3 1 James St,BONGAREE,business,Dental Prosthetists,-27.7171,153.2002,Complimentary consultation for denture assessment.,,,,,,
175,ADPA Ltd,https://www.adpa.com.au/,Shop 483 cnr Wesley Pde/Kangaroo Ave,BOOVAL,business,Dental Prosthetists,-27.0798,153.1641,Complimentary consultation for denture assessment.,,,,,,
176,ADPA Ltd,https://www.adpa.com.au/,Shop 3 125 Brisbane Rd,BOWEN,business,Dental Prosthetists,-27.6147,152.7887,Complimentary consultation for denture assessment.,,,,,,
177,ADPA Ltd,https://www.adpa.com.au/,102 Dalrymple St,BRASSALL,business,Dental Prosthetists,-20.0201,148.2395,Complimentary consultation for denture assessment.,,,,,,
178,ADPA Ltd,https://www.adpa.com.au/,97A Pine Mountain Rd,BRIDGEMAN DOWNS,business,Dental Prosthetists,-27.5883,152.7523,Complimentary consultation for denture assessment.,,,,,,
179,ADPA Ltd,https://www.adpa.com.au/,2 Waterford Pl,BROADBEACH WATERS,business,Dental Prosthetists,-27.3672,153.0004,Complimentary consultation for denture assessment.,,,,,,
180,ADPA Ltd,https://www.adpa.com.au/,Shop 8 110 Monaco St,BROADBEACH WATERS,business,Dental Prosthetists,-28.0181,153.4198,Complimentary consultation for denture assessment.,,,,,,
181,ADPA Ltd,https://www.adpa.com.au/,U 5 1 Naranga Ave,BROWNS PLAINS,business,Dental Prosthetists,-28.0219,153.4229,Complimentary consultation for denture assessment.,,,,,,
182,ADPA Ltd,https://www.adpa.com.au/,U 9 840 Wembley Rd,BUDERIM,business,Dental Prosthetists,-27.6632,153.0634,Complimentary consultation for denture assessment.,,,,,,
183,ADPA Ltd,https://www.adpa.com.au/,54 Lavarack Cres,BUDERIM,business,Dental Prosthetists,-26.6829,153.0668,Complimentary consultation for denture assessment.,,,,,,
184,ADPA Ltd,https://www.adpa.com.au/,Shop 8 129 King St,BURLEIGH HEADS,business,Dental Prosthetists,-26.6835,153.0703,Complimentary consultation for denture assessment.,,,,,,
185,ADPA Ltd,https://www.adpa.com.au/,1894 Gold Coast Hwy,BURLEIGH HEADS,business,Dental Prosthetists,-28.0773,153.4454,Complimentary consultation for denture assessment.,,,,,,
186,ADPA Ltd,https://www.adpa.com.au/,Suite 4 79 West Burleigh Rd,BURLEIGH HEADS,business,Dental Prosthetists,-28.092,153.4438,Complimentary consultation for denture assessment.,,,,,,
187,ADPA Ltd,https://www.adpa.com.au/,1794 Lower Gold Coast Hwy,CAIRNS,business,Dental Prosthetists,-28.0796,153.4467,Complimentary consultation for denture assessment.,,,,,,
188,ADPA Ltd,https://www.adpa.com.au/,65 Alfred St,CAIRNS,business,Dental Prosthetists,-16.9249,145.7403,Complimentary consultation for denture assessment.,,,,,,
189,ADPA Ltd,https://www.adpa.com.au/,Shop A 44 Aplin St,CAPALABA,business,Dental Prosthetists,-16.9223,145.7714,Complimentary consultation for denture assessment.,,,,,,
190,ADPA Ltd,https://www.adpa.com.au/,Shop 9 1 Pittwin Rd,CARINA,business,Dental Prosthetists,-27.5229,153.1893,Complimentary consultation for denture assessment.,,,,,,
191,ADPA Ltd,https://www.adpa.com.au/,Shop 2 860 Old Cleveland Rd,CARINA HEIGHTS,business,Dental Prosthetists,-27.4951,153.0901,Complimentary consultation for denture assessment.,,,,,,
192,ADPA Ltd,https://www.adpa.com.au/,133 Winstanley St,CARSELDINE,business,Dental Prosthetists,-27.5045,153.0933,Complimentary consultation for denture assessment.,,,,,,
193,ADPA Ltd,https://www.adpa.com.au/,U 9 521 Beams Rd,CHERMSIDE,business,Dental Prosthetists,-27.3482,153.0276,Complimentary consultation for denture assessment.,,,,,,
194,ADPA Ltd,https://www.adpa.com.au/,386 Rode Rd,CHERMSIDE WEST,business,Dental Prosthetists,-27.3941,153.0339,Complimentary consultation for denture assessment.,,,,,,
195,ADPA Ltd,https://www.adpa.com.au/,18 Ashley Rd,CLAYFIELD,business,Dental Prosthetists,-27.3771,153.0114,Complimentary consultation for denture assessment.,,,,,,
196,ADPA Ltd,https://www.adpa.com.au/,570 Sandgate Rd,CLAYFIELD,business,Dental Prosthetists,-27.4242,153.0506,Complimentary consultation for denture assessment.,,,,,,
197,ADPA Ltd,https://www.adpa.com.au/,U 7 688 Sandgate Rd,CLEVELAND,business,Dental Prosthetists,-27.4204,153.0534,Complimentary consultation for denture assessment.,,,,,,
198,ADPA Ltd,https://www.adpa.com.au/,48 Bloomfield St,COOLUM BEACH,business,Dental Prosthetists,-27.5266,153.2674,Complimentary consultation for denture assessment.,,,,,,
199,ADPA Ltd,https://www.adpa.com.au/,1862 David Low Way,COORPAROO,business,Dental Prosthetists,-26.5231,153.0899,Complimentary consultation for denture assessment.,,,,,,
200,ADPA Ltd,https://www.adpa.com.au/,277 Old Cleveland Rd,EAST BRISBANE,business,Dental Prosthetists,-27.4951,153.0587,Complimentary consultation for denture assessment.,,,,,,
201,ADPA Ltd,https://www.adpa.com.au/,51 Manilla St,EAST BRISBANE,business,Dental Prosthetists,-27.4806,153.0422,Complimentary consultation for denture assessment.,,,,,,
202,ADPA Ltd,https://www.adpa.com.au/,565 Vulture St E,EAST IPSWICH,business,Dental Prosthetists,-27.4869,153.0494,Complimentary consultation for denture assessment.,,,,,,
203,ADPA Ltd,https://www.adpa.com.au/,Shop 4B 2 Jacaranda St,EIGHT MILE PLAINS,business,Dental Prosthetists,-27.6062,152.773,Complimentary consultation for denture assessment.,,,,,,
204,ADPA Ltd,https://www.adpa.com.au/,cnr Warrigal/Padstow Rds,EMERALD,business,Dental Prosthetists,-27.5798,153.0927,Complimentary consultation for denture assessment.,,,,,,
205,ADPA Ltd,https://www.adpa.com.au/,87 Clermont St,EVERTON PARK,business,Dental Prosthetists,-23.5262,148.1594,Complimentary consultation for denture assessment.,,,,,,
206,ADPA Ltd,https://www.adpa.com.au/,Everton House - 545 South Pine Rd,GAYNDAH,business,Dental Prosthetists,-27.4058,152.991,Complimentary consultation for denture assessment.,,,,,,
207,ADPA Ltd,https://www.adpa.com.au/,40 Pineapple St,GRANGE,business,Dental Prosthetists,-25.6292,151.607,Complimentary consultation for denture assessment.,,,,,,
208,ADPA Ltd,https://www.adpa.com.au/,282 Days Rd,GYMPIE,business,Dental Prosthetists,-27.4256,153.0113,Complimentary consultation for denture assessment.,,,,,,
209,ADPA Ltd,https://www.adpa.com.au/,13 Alfred St,GYMPIE,business,Dental Prosthetists,-26.1863,152.6574,Complimentary consultation for denture assessment.,,,,,,
210,ADPA Ltd,https://www.adpa.com.au/,29 Mary St,HELENSVALE,business,Dental Prosthetists,-26.3475,152.6746,Complimentary consultation for denture assessment.,,,,,,
211,ADPA Ltd,https://www.adpa.com.au/,15 River Links Blvd E,HILLCREST,business,Dental Prosthetists,-27.8822,153.3252,Complimentary consultation for denture assessment.,,,,,,
212,ADPA Ltd,https://www.adpa.com.au/,Shop 4 cnr Coronation/Middle Rds,INNISFAIL,business,Dental Prosthetists,-34.8625,138.6431,Complimentary consultation for denture assessment.,,,,,,
213,ADPA Ltd,https://www.adpa.com.au/,90 Edith St,JINDALEE,business,Dental Prosthetists,-17.5247,146.0287,Complimentary consultation for denture assessment.,,,,,,
214,ADPA Ltd,https://www.adpa.com.au/,U 5 132 Yallambee Rd,KALLANGUR,business,Dental Prosthetists,-27.5423,152.9403,Complimentary consultation for denture assessment.,,,,,,
215,ADPA Ltd,https://www.adpa.com.au/,11 Old Gympie Rd,KEDRON,business,Dental Prosthetists,-27.251,152.987,Complimentary consultation for denture assessment.,,,,,,
216,ADPA Ltd,https://www.adpa.com.au/,112 Stafford Rd,KINGAROY,business,Dental Prosthetists,-27.4121,153.0278,Complimentary consultation for denture assessment.,,,,,,
217,ADPA Ltd,https://www.adpa.com.au/,58 Edward St,KIPPA-RING,business,Dental Prosthetists,-26.5341,151.8376,Complimentary consultation for denture assessment.,,,,,,
218,ADPA Ltd,https://www.adpa.com.au/,1 Kroll St,LABRADOR,business,Dental Prosthetists,-27.2244,153.0831,Complimentary consultation for denture assessment.,,,,,,
219,ADPA Ltd,https://www.adpa.com.au/,74 Brisbane Rd,LOGAN CENTRAL,business,Dental Prosthetists,-27.9359,153.4005,Complimentary consultation for denture assessment.,,,,,,
220,ADPA Ltd,https://www.adpa.com.au/,U 2 2 Ewing Rd,MACKAY,business,Dental Prosthetists,-27.6404,153.107,Complimentary consultation for denture assessment.,,,,,,
221,ADPA Ltd,https://www.adpa.com.au/,337 Alfred St,MACKAY,business,Dental Prosthetists,-21.1448,149.18,Complimentary consultation for denture assessment.,,,,,,
222,ADPA Ltd,https://www.adpa.com.au/,80 Nebo Rd,MACKAY,business,Dental Prosthetists,-21.1519,149.1679,Complimentary consultation for denture assessment.,,,,,,
223,ADPA Ltd,https://www.adpa.com.au/,cnr Gordon/Nelson Sts,MAREEBA,business,Dental Prosthetists,-21.1427,149.1818,Complimentary consultation for denture assessment.,,,,,,
224,ADPA Ltd,https://www.adpa.com.au/,4 Warren St,MARGATE,business,Dental Prosthetists,-16.9939,145.4197,Complimentary consultation for denture assessment.,,,,,,
225,ADPA Ltd,https://www.adpa.com.au/,260 Oxley Ave,MINYAMA,business,Dental Prosthetists,-27.2449,153.1071,Complimentary consultation for denture assessment.,,,,,,
226,ADPA Ltd,https://www.adpa.com.au/,U 2 10 Nicklin Way,MOOLOOLABA,business,Dental Prosthetists,-26.7011,153.1245,Complimentary consultation for denture assessment.,,,,,,
227,ADPA Ltd,https://www.adpa.com.au/,127 Brisbane Rd,MOOROOKA,business,Dental Prosthetists,-26.6901,153.1151,Complimentary consultation for denture assessment.,,,,,,
228,ADPA Ltd,https://www.adpa.com.au/,120 Beaudesert Rd,MUDGEERABA,business,Dental Prosthetists,-27.5311,153.0242,Complimentary consultation for denture assessment.,,,,,,
229,ADPA Ltd,https://www.adpa.com.au/,Shop 2 60 Railway St,NAMBOUR,business,Dental Prosthetists,-28.079,153.3654,Complimentary consultation for denture assessment.,,,,,,
230,ADPA Ltd,https://www.adpa.com.au/,Shop 3 76 Currie St,NERANG,business,Dental Prosthetists,-26.628,152.9595,Complimentary consultation for denture assessment.,,,,,,
231,ADPA Ltd,https://www.adpa.com.au/,12 Zephyr St,NERANG,business,Dental Prosthetists,-28.0071,153.3058,Complimentary consultation for denture assessment.,,,,,,
232,ADPA Ltd,https://www.adpa.com.au/,18 Nerang-Broadbeach Rd,NERANG,business,Dental Prosthetists,-27.9937,153.3435,Complimentary consultation for denture assessment.,,,,,,
233,ADPA Ltd,https://www.adpa.com.au/,Earle House - Lavelle St,NOOSA HEADS,business,Dental Prosthetists,-27.9895,153.3341,Complimentary consultation for denture assessment.,,,,,,
234,ADPA Ltd,https://www.adpa.com.au/,Shop 2 41 Sunshine Beach Rd,NORTHGATE,business,Dental Prosthetists,-26.3981,153.092,Complimentary consultation for denture assessment.,,,,,,
235,ADPA Ltd,https://www.adpa.com.au/,30 Coulter Cres,NTH ROCKHAMPTON,business,Dental Prosthetists,-27.3921,153.0753,Complimentary consultation for denture assessment.,,,,,,
236,ADPA Ltd,https://www.adpa.com.au/,226 Berserker St,OXENFORD,business,Dental Prosthetists,-23.3602,150.5306,Complimentary consultation for denture assessment.,,,,,,
237,ADPA Ltd,https://www.adpa.com.au/,Centro Shp Cnt,OXLEY,business,Dental Prosthetists,-27.892,153.3135,Complimentary consultation for denture assessment.,,,,,,
238,ADPA Ltd,https://www.adpa.com.au/,U 4 1118 Oxley Rd,PIALBA,business,Dental Prosthetists,-27.5605,152.9786,Complimentary consultation for denture assessment.,,,,,,
239,ADPA Ltd,https://www.adpa.com.au/,Shop 9 19 Taylor St,RACEVIEW,business,Dental Prosthetists,-25.2828,152.8437,Complimentary consultation for denture assessment.,,,,,,
240,ADPA Ltd,https://www.adpa.com.au/,Shop 12 64 Raceview St,REDCLIFFE,business,Dental Prosthetists,-27.6348,152.7754,Complimentary consultation for denture assessment.,,,,,,
241,ADPA Ltd,https://www.adpa.com.au/,6 Klingner Rd,REDCLIFFE,business,Dental Prosthetists,-27.2229,153.114,Complimentary consultation for denture assessment.,,,,,,
242,ADPA Ltd,https://www.adpa.com.au/,Shop 5 107 Anzac Ave,ROBERTSON,business,Dental Prosthetists,-27.2298,153.1049,Complimentary consultation for denture assessment.,,,,,,
243,ADPA Ltd,https://www.adpa.com.au/,Mobile Service,ROBINA,business,Dental Prosthetists,-34.609,150.6005,Complimentary consultation for denture assessment.,,,,,,
